"","X1","X2","X3"
"1",99.3986954885873,0.981119924507333,-10.6991785171299
"2",99.956379019951,-0.0715424187253975,-10.1757244699631
"3",99.3106356737245,-1.39317812666023,-10.3552412276204
"4",100.692041221741,0.759552105007991,-9.44206777272535
"5",100.746127720698,0.645110098613808,-9.61336433993572
"6",99.6562882969055,0.356148596886158,-10.1027669069394
"7",99.4509796847321,-1.07119197777391,-10.9954818634118
"8",98.7527106301771,-1.42704380244322,-10.7768871823733
"9",98.4669358667311,-2.48589350889151,-11.4222295137489
"10",100.263327684162,1.20375497350026,-9.07439167578468
"11",99.8169216777324,0.504477449809588,-10.5427292156916
"12",99.086315955103,-0.92275423087336,-11.0603651061729
"13",99.3711676844064,-0.777841042535788,-10.5599449249507
"14",100.602601610951,0.264976142147706,-9.82472514957152
"15",99.1685390508241,-1.36288402215411,-10.6385984671281
"16",100.896608188884,0.673286016005098,-9.95142213963331
"17",101.141106123503,1.95771521149307,-8.80576753491614
"18",100.148656547707,-0.575343868189912,-10.0972384877892
"19",99.1696006916273,-0.829780861032023,-10.2180923992797
"20",99.3143632233648,-0.121163656753804,-9.45618582456964
"21",99.7833361663482,-0.29072795252525,-10.5936820898462
"22",99.6504139498655,-0.260308995746625,-10.483509532952
"23",99.617270387144,-0.114760882454848,-10.2066242133701
"24",98.2242371457979,0.316976230255623,-11.3252318580676
"25",99.9726533581445,-0.409693262027134,-9.88019194065365
"26",100.463373402222,0.562436020320148,-9.50983750684764
"27",98.5893177951955,-0.819450033974058,-11.4257609566685
"28",99.6750246675617,-1.01520342666825,-10.5009651383148
"29",99.7325808869727,-0.854634567668314,-9.74864713639895
"30",101.238825049433,1.78874865539493,-8.5003591692114
"31",100.923212528477,0.62862683337273,-9.12556833309509
"32",100.730992145223,0.591015579159405,-9.64666092448505
"33",100.870847582053,0.483101226812192,-9.10507998166717
"34",101.26102711305,1.42837733341528,-8.89767519126504
"35",100.501332585806,0.342488521723436,-9.87629533902659
"36",100.309085587193,1.08525059529046,-9.40140469090421
"37",98.411541351464,-1.59157959368906,-12.5311221182288
"38",99.5054738835106,-0.0756035239505909,-10.0190210032349
"39",99.870524690252,-0.625500772428121,-10.224655223672
"40",98.9926071945018,-1.25484354939563,-10.3288065620427
"41",99.3312610721755,-0.219146660772917,-10.8775232342907
"42",99.1564891780566,-0.0227881504031687,-10.1622608385283
"43",101.252875053775,0.609408329758172,-9.14320511568153
"44",98.9056882729715,-2.01008958208377,-11.372501055016
"45",101.129969914496,0.157173186109893,-9.07102489198524
"46",102.226539669815,2.36219096825028,-7.78742273533457
"47",100.241118517369,0.127873968288468,-10.2537366843312
"48",100.544223111139,0.00311662404833901,-9.87187301940636
"49",99.7419306372361,0.625603277884098,-10.4712081732336
"50",100.21352747375,0.418189144315349,-9.81099687105138
"51",101.021450137349,1.39921493317553,-8.86174391802503
"52",98.9364002768807,-1.6233277733754,-11.0485032932989
"53",100.68318038474,2.06667068249836,-9.48261449121151
"54",100.747744022226,0.436763265220617,-9.48911459371016
"55",100.120537020198,0.689839782168787,-9.79427063907312
"56",100.305562367143,0.860360435678742,-9.83882915269706
"57",101.736124947912,1.49756818068926,-7.99273805464847
